price,bhk,area_sqft,parking
29000000.0,3.0,1900.0,1.0
8500000.0,3.0,850.0,0.0
85000000.0,4.0,2100.0,1.0
105000000.0,5.0,2799.0,0.0
175000000.0,4.0,3300.0,0.0
7000000.0,3.0,1100.0,1.0
42500000.0,4.0,2250.0,0.0
24800000.0,3.0,1700.0,0.0
16100000.000000002,3.0,1200.0,0.0
15000000.0,3.0,1125.0,1.0
4830000.0,3.0,950.0,0.0
10800000.0,2.0,1200.0,1.0
8600000.0,3.0,850.0,0.0
6200000.0,4.0,1350.0,0.0
130000000.0,4.0,4000.0,0.0
57500000.0,3.0,1700.0,0.0
35000000.0,3.0,1800.0,1.0
2450000.0,2.0,585.0,0.0
6500000.0,3.0,1250.0,0.0
3600000.0,2.0,685.0,1.0
22500000.0,3.0,1800.0,0.0
2450000.0,1.0,450.0,0.0
21000000.0,3.0,1700.0,0.0
24900000.000000004,3.0,1600.0,0.0
4400000.0,2.0,640.0,0.0
4300000.0,2.0,680.0,0.0
4520000.0,2.0,680.0,0.0
4600000.0,2.0,680.0,0.0
4400000.0,2.0,680.0,0.0
4720000.0,2.0,680.0,0.0
4500000.0,2.0,730.0,0.0
4500000.0,2.0,680.0,0.0
4700000.0,2.0,650.0,0.0
4600000.0,2.0,610.0,0.0
4470000.0,2.0,680.0,0.0
4900000.0,2.0,680.0,0.0
4680000.0,2.0,680.0,0.0
8700000.0,2.0,680.0,0.0
7800000.0,2.0,680.0,0.0
11000000.0,2.0,950.0,0.0
29500000.0,3.0,1800.0,1.0
2500000.0,1.0,500.0,1.0
5500000.0,3.0,820.0,1.0
18000000.0,3.0,1300.0,0.0
3600000.0,2.0,700.0,1.0
124000000.0,4.0,2700.0,0.0
20000000.0,3.0,1080.0,1.0
15000000.0,3.0,1530.0,0.0
3450000.0,2.0,540.0,0.0
35500000.0,3.0,1800.0,1.0
17000000.0,4.0,1500.0,1.0
17500000.0,4.0,1450.0,1.0
6500000.0,3.0,1080.0,1.0
2500000.0,1.0,900.0,1.0
6500000.0,3.0,1080.0,1.0
6509999.999999999,3.0,1080.0,1.0
2600000.0,1.0,500.0,0.0
5400000.0,2.0,750.0,0.0
6500000.0,3.0,1250.0,0.0
35500000.0,3.0,1800.0,0.0
26800000.0,3.0,1700.0,1.0
11500000.0,2.0,900.0,0.0
6200000.0,2.0,563.0,0.0
11700000.0,3.0,1100.0,1.0
27000000.0,4.0,2250.0,0.0
35100000.0,4.0,2000.0,0.0
65000000.0,4.0,3465.0,0.0
3000000.0,2.0,650.0,1.0
9500000.0,3.0,1200.0,0.0
16000000.0,3.0,1130.0,1.0
10500000.0,4.0,1400.0,1.0
28000000.0,3.0,1775.0,1.0
4950000.0,1.0,450.0,1.0
5100000.0,2.0,550.0,1.0
12500000.0,3.0,900.0,1.0
40000000.0,3.0,1500.0,1.0
2600000.0,2.0,500.0,0.0
3751000.0,3.0,850.0,0.0
2400000.0,2.0,625.0,1.0
16000000.0,3.0,1350.0,0.0
9500000.0,3.0,1330.0,0.0
2200000.0,2.0,540.0,0.0
5700000.0,2.0,750.0,0.0
14000000.0,3.0,1100.0,0.0
4300000.0,3.0,900.0,1.0
30000000.0,4.0,1800.0,0.0
25000000.0,3.0,1440.0,0.0
241500000.0,4.0,9000.0,0.0
42500000.0,5.0,1800.0,1.0
7500000.0,3.0,1200.0,1.0
4000000.0,1.0,850.0,1.0
4050000.0,2.0,800.0,1.0
3200000.0,2.0,540.0,1.0
13500000.0,3.0,1100.0,0.0
120000000.0,4.0,2100.0,1.0
6800000.0,3.0,800.0,1.0
7500000.0,3.0,1100.0,0.0
27000000.0,3.0,1750.0,1.0
6800000.0,3.0,850.0,1.0
2700000.0,2.0,600.0,1.0
5000000.0,2.0,1000.0,1.0
4800000.0,2.0,680.0,0.0
28500000.0,3.0,1700.0,1.0
17000000.0,3.0,1500.0,0.0
25000000.0,4.0,2350.0,1.0
25900000.0,3.0,1635.0,0.0
35500000.0,3.0,1260.0,0.0
4600000.0,3.0,900.0,1.0
38000000.0,4.0,2020.0,0.0
23000000.0,4.0,2300.0,1.0
65000000.0,4.0,6000.0,0.0
24500000.0,3.0,1700.0,0.0
8200000.0,3.0,850.0,1.0
2400000.0,2.0,535.0,1.0
25000000.0,3.0,1600.0,0.0
25200000.0,3.0,1700.0,1.0
2800000.0,1.0,600.0,1.0
22000000.0,3.0,1650.0,1.0
25200000.0,3.0,1650.0,1.0
6200000.0,5.0,1050.0,0.0
32000000.0,3.0,1639.0,1.0
32500000.0,3.0,1700.0,1.0
14000000.0,3.0,1300.0,0.0
28200000.0,3.0,1810.0,1.0
32500000.0,4.0,2565.0,1.0
105000000.0,4.0,5400.0,1.0
39500000.0,4.0,2200.0,1.0
38500000.0,4.0,2300.0,1.0
8400000.0,3.0,1100.0,1.0
11500000.0,2.0,650.0,1.0
53500000.0,3.0,1872.0,1.0
3600000.0,2.0,900.0,1.0
38500000.0,3.0,2003.0,1.0
37500000.0,4.0,1920.0,1.0
3700000.0,2.0,650.0,1.0
5000000.0,2.0,450.0,0.0
35000000.0,3.0,1695.0,1.0
10800000.0,3.0,1250.0,0.0
5800000.0,2.0,800.0,1.0
29700000.000000004,3.0,1750.0,1.0
7000000.0,3.0,1000.0,1.0
29500000.0,3.0,1700.0,1.0
14000000.0,2.0,1250.0,0.0
17000000.0,3.0,1250.0,0.0
69900000.0,4.0,2700.0,0.0
13500000.0,3.0,900.0,0.0
4200000.0,3.0,800.0,0.0
18500000.0,3.0,1125.0,1.0
30000000.0,3.0,1450.0,1.0
2600000.0,1.0,450.0,0.0
7000000.0,3.0,1000.0,1.0
8000000.0,3.0,1200.0,1.0
15000000.0,3.0,1100.0,1.0
8950000.0,2.0,650.0,1.0
8000000.0,3.0,1200.0,1.0
34000000.0,3.0,1440.0,0.0
10500000.0,2.0,650.0,1.0
11000000.0,2.0,650.0,1.0
6000000.0,3.0,850.0,0.0
4650000.0,3.0,780.0,0.0
7500000.0,3.0,1000.0,1.0
7500000.0,3.0,800.0,1.0
85000000.0,3.0,1963.0,1.0
13799999.999999998,3.0,1250.0,0.0
163500000.0,4.0,2700.0,1.0
28500000.0,3.0,1800.0,0.0
5700000.0,3.0,950.0,1.0
2551000.0,2.0,450.0,0.0
25000000.0,3.0,1800.0,0.0
4011000.0,2.0,800.0,1.0
2700000.0,3.0,400.0,0.0
34000000.0,3.0,1350.0,1.0
6000000.0,2.0,540.0,0.0
4700000.0,3.0,850.0,0.0
7000000.0,3.0,1000.0,1.0
13500000.0,3.0,1000.0,1.0
4100000.0,3.0,850.0,1.0
3350000.0,2.0,540.0,0.0
2350000.0,2.0,500.0,0.0
23500000.0,3.0,1350.0,1.0
22000000.0,3.0,1350.0,1.0
25500000.0,3.0,1350.0,1.0
37500000.0,3.0,1503.0,0.0
32000000.0,3.0,2250.0,1.0
34500000.0,3.0,2000.0,0.0
44000000.0,4.0,2250.0,0.0
15000000.0,3.0,1100.0,0.0
28000000.0,3.0,1350.0,0.0
5200000.0,1.0,450.0,1.0
9600000.0,3.0,1200.0,1.0
25500000.0,3.0,1700.0,0.0
9500000.0,3.0,1000.0,0.0
2500000.0,2.0,540.0,0.0
12000000.0,4.0,1350.0,1.0
36500000.0,4.0,1950.0,1.0
5000000.0,2.0,1000.0,0.0
47500000.0,4.0,2700.0,0.0
5800000.0,3.0,750.0,1.0
5200000.0,2.0,520.0,0.0
6300000.0,3.0,810.0,1.0
57500000.0,3.0,1800.0,1.0
4100000.0,1.0,510.0,1.0
8000000.0,4.0,1300.0,1.0
33100000.0,4.0,2300.0,1.0
2500000.0,1.0,450.0,0.0
4600000.0,2.0,750.0,1.0
8500000.0,3.0,920.0,1.0
27500000.0,3.0,1800.0,1.0
2350000.0,2.0,550.0,0.0
31500000.0,3.0,1200.0,0.0
25500000.0,3.0,1200.0,1.0
4721000.0,3.0,780.0,1.0
47500000.0,4.0,2428.0,0.0
52500000.0,4.0,2124.0,0.0
4200000.0,3.0,900.0,1.0
4800000.0,3.0,950.0,1.0
61500000.0,4.0,3600.0,1.0
2164000.0,1.0,400.0,1.0
5011000.0,3.0,900.0,0.0
6500000.0,2.0,700.0,0.0
2800000.0,1.0,500.0,1.0
17600000.0,4.0,1450.0,0.0
5300000.0,3.0,1050.0,0.0
3521000.0,2.0,750.0,0.0
4600000.0,2.0,450.0,1.0
47500000.0,4.0,2250.0,0.0
26000000.0,3.0,1752.0,1.0
41100000.0,4.0,1912.0,1.0
39000000.0,4.0,2600.0,1.0
4800000.0,2.0,450.0,1.0
28800000.0,3.0,1755.0,1.0
13300000.0,4.0,1449.0,0.0
2400000.0,2.0,650.0,0.0
5500000.0,2.0,550.0,1.0
13700000.000000002,3.0,1100.0,1.0
9500000.0,2.0,950.0,1.0
72500000.0,3.0,2250.0,1.0
2786000.0,2.0,600.0,1.0
2664000.0,2.0,600.0,1.0
3200000.0,2.0,600.0,1.0
4100000.0,3.0,750.0,1.0
5500000.0,3.0,900.0,1.0
3586000.0,2.0,600.0,1.0
4500000.0,3.0,800.0,1.0
35000000.0,4.0,3015.0,1.0
3464000.0,2.0,600.0,1.0
3976000.0,3.0,750.0,1.0
4636000.0,3.0,810.0,1.0
7100000.0,3.0,850.0,0.0
34500000.0,4.0,2500.0,0.0
4650000.0,3.0,780.0,1.0
28000000.0,4.0,2350.0,1.0
3250000.0,2.0,620.0,1.0
10500000.0,3.0,955.0,0.0
29000000.0,3.0,1620.0,1.0
9000000.0,3.0,1100.0,0.0
3700000.0,2.0,600.0,1.0
27500000.0,3.0,1900.0,0.0
13500000.0,3.0,900.0,1.0
3200000.0,2.0,500.0,0.0
28000000.0,4.0,2400.0,0.0
242500000.0,4.0,9000.0,0.0
66000000.0,4.0,2250.0,0.0
290000000.0,4.0,9000.0,0.0
81000000.0,4.0,2700.0,0.0
27500000.0,3.0,1350.0,0.0
12500000.0,3.0,900.0,1.0
3750000.0,2.0,700.0,0.0
5200000.0,3.0,810.0,1.0
5250000.0,3.0,810.0,1.0
36000000.0,4.0,2200.0,0.0
4500000.0,2.0,750.0,1.0
